七宝,63,3
人民广场,63,12
三门路,63,1
陕西南路,63,4
商城路,63,2
上大路,63,3
上海大学站,63,5
上海火车站,63,12
上海科技馆,63,4
上海南站,63,46
上海体育馆,63,6
沈杜公路,63,32
世纪大道,63,7
世纪公园,63,4
市光路,63,20
水城路,63,1
四平路,63,1
淞虹路,63,1
宋园路,63,1
铁力路,63,1
通河新村,63,1
外高桥保税区北,63,6
外高桥保税区南,63,1
外环路,63,3
五角场,63,1
翔殷路,63,3
莘庄,63,16
新场,63,1
新村路,63,1
新江湾城,63,2
新闸路,63,2
徐家汇,63,5
徐泾东,63,10
延吉中路,63,1
杨高中路,63,1
宜山路,63,3
友谊路,63,9
友谊西路,63,5
张江高科,63,2
中春路,63,1
中山公园,63,1
安亭,64,7
鞍山新村,64,4
宝安公路,64,6
宝杨路,64,5
北新泾,64,7
曹杨路,64,4
漕宝路,64,10
漕溪路,64,4
常熟路,64,5
场中路,64,6
大场镇,64,1
大华三路,64,3
大木桥路 ,64,3
德平路,64,1
东安路,64,2
东昌路,64,17
东方体育中心,64,1
芳华路,64,5
富锦路,64,19
港城路,64,4
高青路,64,1
共富新村,64,5
共康路,64,1
顾村公园,64,3
广兰路,64,28
国权路,64,1
海伦路,64,2
航津路,64,3
航中路,64,9
衡山路,64,4
虹口足球场,64,2
虹桥2号航站楼,64,3
虹桥火车站,64,3
虹桥路,64,4
呼兰路,64,6
花木路,64,3
华夏西路,64,1
黄陂南路,64,4
黄兴公园,64,4
黄兴路,64,6
惠南,64,1
惠南东,64,1
嘉定北,64,21
嘉定西,64,7
江浦路,64,1
江湾体育场,64,3
江杨北路,64,10
江月路,64,7
金科路,64,5
锦江乐园,64,10
静安寺,64,2
莲花路,64,6
联航路,64,12
灵岩南路,64,1
凌兆新村,64,1
龙柏新村,64,8
龙漕路,64,6
龙阳路,64,7
娄山关路,64,1
芦恒路,64,2
陆家嘴,64,21
罗南新村,64,5
罗山路,64,4
美兰湖,64,10
南陈路,64,2
南京东路,64,6
南京西路,64,3
南浦大桥,64,1
南翔,64,1
嫩江路,64,12
潘广路,64,6
彭浦新村,64,5
浦江镇,64,3
浦三路,64,3
七宝,64,4
祁华路,64,2
曲阳路,64,2
人民广场,64,12
三林,64,2
三门路,64,1
陕西南路,64,3
商城路,64,7
上大路,64,9
上海大学站,64,15
上海火车站,64,8
上海科技馆,64,2
上海南站,64,42
上海汽车城,64,1
上海体育场,64,7
上海体育馆,64,6
上南路,64,3
沈杜公路,64,41
石龙路,64,5
世纪大道,64,7
市光路,64,15
水产路,64,14
水城路,64,1
四平路,64,2
淞浜路,64,9
淞虹路,64,9
天潼路,64,1
通河新村,64,3
外高桥保税区北,64,3
外高桥保税区南,64,4
外环路,64,6
五角场,64,1
翔殷路,64,4
小南门,64,3
莘庄,64,38
新江湾城,64,3
新闸路,64,2
行知路,64,2
徐家汇,64,6
徐泾东,64,10
延安西路,64,2
延吉中路,64,10
杨高中路,64,6
宜山路,64,8
友谊路,64,11
友谊西路,64,1
御桥,64,3
豫园,64,1
云台路,64,1
张江高科,64,3
中春路,64,1
中山北路,64,1
中山公园,64,2
中潭路,64,3
中兴路,64,1
紫藤路,64,4
安亭,65,24
鞍山新村,65,2
白银路,65,3
宝安公路,65,14
宝杨路,65,7
北新泾,65,5
博兴路,65,1
曹杨路,65,5
漕宝路,65,5
漕溪路,65,4
昌吉东路,65,1
长江南路,65,4
长寿路,65,4
常熟路,65,4
场中路,65,8
成山路,65,3
大华三路,65,4
大木桥路 ,65,4
东安路,65,4
东昌路,65,5
东方体育中心,65,2
东明路,65,3
芳华路,65,18
富锦路,65,8
港城路,65,7
高科西路,65,3
高青路,65,1
共富新村,65,23
共康路,65,6
顾村公园,65,13
广兰路,65,42
国权路,65,10
汉中路,65,3
航津路,65,9
航中路,65,9
虹口足球场,65,2
虹桥2号航站楼,65,3
虹桥火车站,65,3
虹桥路,65,10
呼兰路,65,5
花木路,65,4
花桥,65,11
华夏西路,65,4
黄陂南路,65,12
黄兴公园,65,5
黄兴路,65,9
嘉定北,65,20
嘉定西,65,5
嘉定新城,65,3
江浦路,65,3
江苏路,65,2
江湾体育场,65,2
江杨北路,65,10
江月路,65,26
金科路,65,9
金沙江路,65,4
锦江乐园,65,13
锦绣路,65,10
静安寺,65,2
巨峰路,65,1
李子园路,65,1
莲花路,65,25
联航路,65,7
临沂新村,65,1
灵岩南路,65,7
凌兆新村,65,9
刘行,65,14
龙柏新村,65,5
龙漕路,65,5
龙溪路,65,1
龙阳路,65,20
娄山关路,65,2
芦恒路,65,29
鲁班路,65,4
陆家浜路,65,2
陆家嘴,65,7
罗南新村,65,6
罗山路,65,4
马当路,65,1
美兰湖,65,11
南陈路,65,4
南京东路,65,8
南京西路,65,5
南浦大桥,65,2
嫩江路,65,20
潘广路,65,1
彭浦新村,65,4
浦江镇,65,3
浦三路,65,4
七宝,65,6
祁华路,65,2
人民广场,65,14
三林,65,7
三林东,65,5
三门路,65,4
陕西南路,65,4
商城路,65,3
上大路,65,4
上海大学站,65,11
上海火车站,65,17
上海科技馆,65,2
上海马戏城,65,3
上海南站,65,39
上海汽车城,65,4
上海体育场,65,1
上海体育馆,65,7
上海图书馆,65,3
上南路,65,4
沈杜公路,65,38
石龙路,65,2
世纪大道,65,14
世纪公园,65,2
市光路,65,23
水产路,65,15
水城路,65,3
四川北路,65,6
四平路,65,2
松江南站,65,3
松江体育中心,65,1
淞浜路,65,13
淞发路,65,4
淞虹路,65,7
塘桥,65,6
桃浦新村,65,1
天潼路,65,2
铁力路,65,3
通河新村,65,14
同济大学,65,5
外高桥保税区北,65,8
外高桥保税区南,65,2
外环路,65,10
威宁路,65,2
汶水路,65,2
五角场,65,5
五洲大道,65,2
西藏北路,65,1
西藏南路,65,2
翔殷路,65,6
莘庄,65,31
新村路,65,1
新江湾城,65,5
新天地,65,1
新闸路,65,4
星中路,65,2
行知路,65,6
徐家汇,65,3
徐泾东,65,20
延安西路,65,5
延吉中路,65,18
杨高南路,65,4
杨高中路,65,4
杨思,65,1
宜山路,65,3
邮电新村,65,4
友谊路,65,8
友谊西路,65,7
御桥,65,10
豫园,65,1
张江高科,65,8
兆丰路,65,1
镇坪路,65,1
中春路,65,10
中山公园,65,7
周浦东,65,1
洲海路,65,1
紫藤路,65,3
醉白池,65,1
安亭,66,19
鞍山新村,66,11
白银路,66,4
宝安公路,66,16
宝山路,66,5
宝杨路,66,2
北新泾,66,7
博兴路,66,3
曹杨路,66,13
漕宝路,66,6
漕河泾开发区,66,1
昌吉东路,66,1
昌平路,66,1
长江南路,66,19
长清路,66,3
长寿路,66,1
常熟路,66,6
场中路,66,19
成山路,66,1
打浦桥,66,3
大场镇,66,3
大华三路,66,8
大木桥路 ,66,7
东安路,66,3
东昌路,66,11
东方体育中心,66,1
东靖路,66,4
东明路,66,10
芳华路,66,9
富锦路,66,4
港城路,66,7
高科西路,66,7
高青路,66,8
共富新村,66,19
共康路,66,17
顾村公园,66,14
光明路,66,2
广兰路,66,10
桂林路,66,3
国权路,66,9
海伦路,66,3
汉中路,66,4
航津路,66,4
合川路,66,2
衡山路,66,1
虹口足球场,66,2
虹桥2号航站楼,66,3
虹桥火车站,66,2
虹桥路,66,3
后滩,66,1
呼兰路,66,8
花木路,66,2
花桥,66,8
华夏西路,66,6
黄陂南路,66,8
黄兴公园,66,7
黄兴路,66,8
嘉定北,66,17
嘉定西,66,16
嘉定新城,66,5
嘉善路,66,2
江浦路,66,16
江苏路,66,3
江湾体育场,66,5
江湾镇,66,3
江杨北路,66,11
江月路,66,4
金科路,66,5
金桥路,66,3
金沙江路,66,11
锦江乐园,66,19
锦绣路,66,8
静安寺,66,1
巨峰路,66,5
蓝村路,66,2
老西门,66,2
莲花路,66,36
联航路,66,25
临平路,66,1
临沂新村,66,8
灵岩南路,66,4
凌兆新村,66,11
刘行,66,28
龙柏新村,66,7
龙漕路,66,6
龙华,66,1
龙溪路,66,1
龙阳路,66,14
娄山关路,66,13
芦恒路,66,45
鲁班路,66,4
陆家浜路,66,1
陆家嘴,66,1
罗南新村,66,3
马当路,66,4
马陆,66,5
美兰湖,66,4
南陈路,66,3
南京东路,66,11
南京西路,66,4
南浦大桥,66,5
嫩江路,66,17
潘广路,66,5
彭浦新村,66,25
浦江镇,66,5
浦三路,66,6
七宝,66,20
祁华路,66,1
曲阜路,66,1
曲阳路,66,4
人民广场,66,13
三林,66,13
三林东,66,10
三门路,66,3
陕西南路,66,4
商城路,66,5
上大路,66,2
上海大学站,66,11
上海火车站,66,11
上海科技馆,66,2
上海马戏城,66,3
上海南站,66,26
上海汽车城,66,3
上海赛车场,66,2
上海体育场,66,3
上海体育馆,66,7
上海图书馆,66,1
上海游泳馆,66,2
上南路,66,8
沈杜公路,66,21
石龙路,66,4
世纪大道,66,7
世纪公园,66,4
市光路,66,25
水产路,66,10
水城路,66,1
四川北路,66,4
四平路,66,5
松江南站,66,2
松江体育中心,66,18
松江新城,66,2
淞浜路,66,16
淞发路,66,11
淞虹路,66,17
宋园路,66,3
塘桥,66,6
天潼路,66,3
铁力路,66,2
通河新村,66,36
同济大学,66,12
外高桥保税区北,66,12
外高桥保税区南,66,6
外环路,66,4
威宁路,66,6
汶水路,66,1
五角场,66,4
五莲路,66,4
五洲大道,66,2
西藏北路,66,1
西藏南路,66,3
翔殷路,66,7
小南门,66,11
莘庄,66,25
新村路,66,16
新江湾城,66,2
新闸路,66,3
星中路,66,1
行知路,66,4
徐家汇,66,4
徐泾东,66,35
延安西路,66,4
延长路,66,1
延吉中路,66,21
杨高南路,66,10
杨高中路,66,2
杨思,66,3
耀华路,66,3
伊犁路,66,1
宜山路,66,5
邮电新村,66,2
友谊路,66,3
友谊西路,66,7
御桥,66,3
豫园,66,1
云台路,66,5
张华浜,66,3
张江高科,66,5
兆丰路,66,14
肇嘉浜路,66,2
镇坪路,66,6
中春路,66,10
中山北路,66,2
中山公园,66,3
中潭路,66,5
中兴路,66,1
洲海路,66,6
醉白池,66,4
安亭,67,5
鞍山新村,67,11
白银路,67,14
宝安公路,67,18
宝山路,67,4
宝杨路,67,4
北新泾,67,12
博兴路,67,3
曹杨路,67,27
漕宝路,67,10
漕河泾开发区,67,3
昌吉东路,67,2
长江南路,67,43
长清路,67,9
长寿路,67,13
常熟路,67,2
场中路,67,11
成山路,67,12
赤峰路,67,10
打浦桥,67,3
大柏树,67,20
大场镇,67,1
大华三路,67,14
大连路,67,15
大木桥路 ,67,6
大世界,67,5
德平路,67,2
东安路,67,7
东宝兴路,67,2
东昌路,67,16
东方体育中心,67,3
东靖路,67,6
东明路,67,9
芳华路,67,6
富锦路,67,15
港城路,67,7
高科西路,67,5
高青路,67,10
共富新村,67,17
共康路,67,33
顾村公园,67,30
光明路,67,6
广兰路,67,29
桂林路,67,3
国际客运中心,67,2
国权路,67,13
海伦路,67,1
汉中路,67,4
航津路,67,7
航中路,67,5
合川路,67,5
衡山路,67,5
虹口足球场,67,6
虹桥1号航站楼,67,1
虹桥2号航站楼,67,6
虹桥火车站,67,2
虹桥路,67,6
呼兰路,67,14
花桥,67,5
华夏西路,67,2
黄陂南路,67,7
黄兴公园,67,2
黄兴路,67,24
惠南,67,1
嘉定北,67,17
嘉定西,67,10
嘉定新城,67,10
嘉善路,67,3
江浦路,67,17
江苏路,67,16
江湾体育场,67,7
江湾镇,67,18
江杨北路,67,9
江月路,67,12
交通大学,67,1
金科路,67,4
金桥路,67,4
金沙江路,67,8
锦江乐园,67,13
锦绣路,67,6
静安寺,67,11
巨峰路,67,4
岚皋路,67,7
蓝村路,67,8
莲花路,67,13
联航路,67,6
临平路,67,1
临沂新村,67,10
灵岩南路,67,7
凌兆新村,67,29
刘行,67,12
龙柏新村,67,6
龙漕路,67,5
龙华中路,67,1
龙溪路,67,1
龙阳路,67,28
龙耀路,67,3
娄山关路,67,11
芦恒路,67,50
鲁班路,67,8
陆家浜路,67,8
陆家嘴,67,15
罗南新村,67,10
罗山路,67,2
马当路,67,3
马陆,67,7
美兰湖,67,11
南陈路,67,1
南京东路,67,12
南京西路,67,6
南浦大桥,67,2
南翔,67,7
嫩江路,67,21
潘广路,67,5
彭浦新村,67,36
浦电路,67,6
浦东大道,67,6
浦江镇,67,5
浦三路,67,4
七宝,67,20
祁华路,67,2
曲阜路,67,2
曲阳路,67,12
人民广场,67,15
三林,67,13
三林东,67,10
陕西南路,67,13
商城路,67,1
上大路,67,14
上海大学站,67,6
上海火车站,67,40
上海科技馆,67,4
上海马戏城,67,2
上海南站,67,33
上海汽车城,67,10
上海赛车场,67,14
上海体育场,67,3
上海体育馆,67,7
上南路,67,4
沈杜公路,67,36
石龙路,67,6
世纪大道,67,11
世纪公园,67,4
市光路,67,17
水产路,67,5
水城路,67,1
四川北路,67,2
四平路,67,9
松江大学城,67,10
松江南站,67,3
松江体育中心,67,13
松江新城,67,16
淞浜路,67,5
淞发路,67,10
淞虹路,67,32
宋园路,67,1
塘桥,67,3
提篮桥,67,1
天潼路,67,3
通河新村,67,50
同济大学,67,6
外高桥保税区北,67,8
外高桥保税区南,67,5
外环路,67,6
威宁路,67,7
汶水路,67,1
五角场,67,6
五莲路,67,8
五洲大道,67,5
西藏北路,67,4
西藏南路,67,8
翔殷路,67,8
小南门,67,7
莘庄,67,33
新村路,67,4
新江湾城,67,2
新天地,67,2
新闸路,67,2
星中路,67,13
行知路,67,15
徐家汇,67,2
徐泾东,67,26
延安西路,67,5
延长路,67,9
延吉中路,67,28
杨高南路,67,10
杨高中路,67,5
杨思,67,10
耀华路,67,2
伊犁路,67,3
宜山路,67,11
殷高西路,67,49
邮电新村,67,5
友谊路,67,10
友谊西路,67,5
御桥,67,3
豫园,67,1
云锦路,67,1
云山路,67,4
云台路,67,3
张华浜,67,6
张江高科,67,17
兆丰路,67,7
镇坪路,67,17
中春路,67,8
中山北路,67,10
中山公园,67,10
中潭路,67,9
中兴路,67,5
洲海路,67,6
醉白池,67,8
爱国路,68,1
安亭,68,9
鞍山新村,68,10
白银路,68,6
宝安公路,68,17
宝山路,68,3
宝杨路,68,7
北新泾,68,29
北洋泾路,68,2
博兴路,68,15
曹杨路,68,7
漕宝路,68,11
漕河泾开发区,68,9
漕溪路,68,2
昌吉东路,68,1
昌平路,68,5
长江南路,68,19
长清路,68,22
长寿路,68,5
常熟路,68,6
场中路,68,15
成山路,68,26
赤峰路,68,8
打浦桥,68,7
大柏树,68,11
大场镇,68,4
大华三路,68,23
大连路,68,24
大木桥路 ,68,5
大世界,68,10
德平路,68,7
滴水湖,68,2
东安路,68,3
东昌路,68,23
东方体育中心,68,1
东靖路,68,9
东陆路,68,1
东明路,68,7
洞泾,68,5
芳华路,68,22
丰庄,68,1
枫桥路,68,3
富锦路,68,19
港城路,68,5
高科西路,68,9
高青路,68,10
共富新村,68,20
共康路,68,27
顾村公园,68,15
广兰路,68,34
桂林路,68,4
国权路,68,7
海伦路,68,15
汉中路,68,4
航津路,68,11
航中路,68,6
合川路,68,12
衡山路,68,5
虹口足球场,68,11
虹桥1号航站楼,68,7
虹桥2号航站楼,68,12
虹桥火车站,68,3
虹桥路,68,10
呼兰路,68,10
花木路,68,5
花桥,68,6
华夏西路,68,2
黄陂南路,68,11
黄兴公园,68,4
黄兴路,68,18
嘉定北,68,23
嘉定西,68,7
嘉定新城,68,17
嘉善路,68,4
江浦公园,68,1
江浦路,68,12
江苏路,68,18
江湾体育场,68,4
江湾镇,68,33
江杨北路,68,12
江月路,68,11
交通大学,68,4
金海路,68,7
金京路,68,3
金科路,68,3
金桥路,68,10
金沙江路,68,12
金沙江西路,68,1
金运路,68,12
锦江乐园,68,10
锦绣路,68,6
静安寺,68,13
九亭,68,1
巨峰路,68,11
岚皋路,68,9
蓝村路,68,9
老西门,68,4
莲花路,68,64
联航路,68,19
临平路,68,6
临沂新村,68,5
灵岩南路,68,3
凌兆新村,68,35
刘行,68,17
龙柏新村,68,5
龙漕路,68,11
龙华,68,1
龙溪路,68,3
龙阳路,68,25
龙耀路,68,3
隆昌路,68,1
隆德路,68,1
娄山关路,68,25
芦恒路,68,30
鲁班路,68,4
陆家浜路,68,10
陆家嘴,68,16
罗南新村,68,9
罗山路,68,8
马当路,68,9
马陆,68,14
美兰湖,68,16
南陈路,68,7
南京东路,68,25
南京西路,68,8
南浦大桥,68,5
南翔,68,20
嫩江路,68,15
宁国路,68,1
潘广路,68,5
彭浦新村,68,59
浦电路,68,6
浦东大道,68,8
浦东国际机场,68,16
浦江镇,68,7
浦三路,68,3
七宝,68,17
祁华路,68,1
祁连山路,68,1
祁连山南路,68,1
曲阜路,68,4
曲阳路,68,12
人民广场,68,17
三林,68,7
三林东,68,10
三门路,68,2
陕西南路,68,5
商城路,68,9
上大路,68,7
上海大学站,68,8
上海动物园,68,2
上海火车站,68,91
上海科技馆,68,1
上海马戏城,68,7
上海南站,68,19
上海汽车城,68,5
上海赛车场,68,8
上海体育馆,68,5
上海西站,68,5
上南路,68,8
申江路,68,1
沈杜公路,68,51
石龙路,68,7
世纪大道,68,21
世纪公园,68,9
市光路,68,18
水产路,68,19
水城路,68,3
四川北路,68,5
四平路,68,10
松江大学城,68,12
松江南站,68,2
松江体育中心,68,33
松江新城,68,18
淞浜路,68,14
淞发路,68,8
淞虹路,68,31
宋园路,68,5
塘桥,68,9
桃浦新村,68,8
天潼路,68,2
铁力路,68,1
通河新村,68,47
同济大学,68,3
外高桥保税区北,68,8
外高桥保税区南,68,5
外环路,68,11
威宁路,68,6
汶水路,68,5
五角场,68,6
五莲路,68,17
五洲大道,68,4
武宁路,68,1
西藏北路,68,7
西藏南路,68,6
翔殷路,68,6
小南门,68,7
莘庄,68,51
新村路,68,17
新江湾城,68,5
新天地,68,1
新闸路,68,6
星中路,68,17
行知路,68,13
徐家汇,68,7
徐泾东,68,30
延安西路,68,5
延长路,68,8
延吉中路,68,19
杨高南路,68,14
杨高中路,68,4
杨树浦路,68,14
杨思,68,19
耀华路,68,15
宜山路,68,11
殷高西路,68,26
邮电新村,68,10
友谊路,68,14
友谊西路,68,6
御桥,68,5
豫园,68,2
云锦路,68,2
云山路,68,9
云台路,68,9
张江高科,68,8
兆丰路,68,13
肇嘉浜路,68,1
镇坪路,68,24
中春路,68,4
中山北路,68,14
中山公园,68,26
中潭路,68,8
中兴路,68,4
洲海路,68,1
醉白池,68,14
爱国路,69,3
安亭,69,13
鞍山新村,69,5
白银路,69,6
宝安公路,69,18
宝山路,69,19
宝杨路,69,6
北新泾,69,33
北洋泾路,69,4
博兴路,69,17
曹杨路,69,16
漕宝路,69,14
漕河泾开发区,69,5
漕溪路,69,2
昌吉东路,69,2
昌平路,69,14
长江南路,69,21
长清路,69,14
长寿路,69,12
常熟路,69,5
场中路,69,26
成山路,69,36
赤峰路,69,10
创新中路,69,1
春申路,69,3
打浦桥,69,6
大柏树,69,45
大场镇,69,5
大华三路,69,22
大连路,69,16
大木桥路 ,69,4
大世界,69,9
德平路,69,9
滴水湖,69,4
东安路,69,14
东宝兴路,69,4
东昌路,69,12
东方体育中心,69,11
东靖路,69,9
东陆路,69,1
东明路,69,5
洞泾,69,31
芳华路,69,6
枫桥路,69,8
富锦路,69,28
港城路,69,7
高科西路,69,2
高青路,69,7
共富新村,69,30
共康路,69,29
顾村公园,69,29
光明路,69,7
广兰路,69,42
桂林路,69,8
国际客运中心,69,2
国权路,69,8
海伦路,69,15
海天三路,69,4
汉中路,69,5
航津路,69,5
航中路,69,6
合川路,69,8
衡山路,69,3
虹口足球场,69,21
虹桥1号航站楼,69,5
虹桥2号航站楼,69,5
虹桥火车站,69,8
虹桥路,69,9
后滩,69,1
呼兰路,69,23
花木路,69,3
花桥,69,6
华宁路,69,2
华夏西路,69,2
华夏中路,69,1
黄陂南路,69,4
黄兴公园,69,13
黄兴路,69,14
惠南,69,3
嘉定北,69,26
嘉定西,69,23
嘉定新城,69,10
嘉善路,69,3
江浦公园,69,4
江浦路,69,16
江苏路,69,27
江湾体育场,69,10
江湾镇,69,31
江杨北路,69,19
江月路,69,7
交通大学,69,7
金海路,69,14
金京路,69,2
金科路,69,10
金桥路,69,14
金沙江路,69,19
金沙江西路,69,3
金运路,69,39
锦江乐园,69,19
锦绣路,69,5
静安寺,69,19
九亭,69,10
巨峰路,69,20
岚皋路,69,10
蓝村路,69,5
老西门,69,11
李子园路,69,1
莲花路,69,83
联航路,69,11
临平路,69,25
临沂新村,69,5
灵岩南路,69,4
凌兆新村,69,17
刘行,69,15
龙柏新村,69,14
龙漕路,69,18
龙华,69,4
龙华中路,69,4
龙溪路,69,4
龙阳路,69,38
龙耀路,69,3
隆昌路,69,1
娄山关路,69,21
芦恒路,69,39
鲁班路,69,10
陆家浜路,69,10
陆家嘴,69,16
罗南新村,69,14
罗山路,69,16
马当路,69,2
马陆,69,13
美兰湖,69,9
民生路,69,5
闵行开发区,69,16
南陈路,69,9
南京东路,69,18
南京西路,69,12
南浦大桥,69,3
南翔,69,31
嫩江路,69,19
宁国路,69,2
潘广路,69,5
彭浦新村,69,47
浦电路,69,8
浦东大道,69,21
浦东国际机场,69,41
浦江镇,69,14
浦三路,69,12
七宝,69,24
祁华路,69,3
祁连山路,69,3
祁连山南路,69,1
曲阜路,69,6
曲阳路,69,15
人民广场,69,15
三林,69,12
三林东,69,6
三门路,69,3
陕西南路,69,15
商城路,69,6
上大路,69,4
上海大学站,69,17
上海动物园,69,3
上海儿童医学中心,69,6
上海火车站,69,49
上海科技馆,69,1
上海马戏城,69,12
上海南站,69,23
上海汽车城,69,7
上海赛车场,69,2
上海体育场,69,7
上海体育馆,69,11
上海西站,69,1
上海游泳馆,69,1
上南路,69,6
佘山,69,26
申江路,69,1
沈杜公路,69,30
石龙路,69,7
世纪大道,69,10
世纪公园,69,8
市光路,69,32
书院,69,6
水产路,69,14
水城路,69,6
四川北路,69,2
四平路,69,8
泗泾,69,1
松江大学城,69,26
松江体育中心,69,21
松江新城,69,17
淞浜路,69,19
淞发路,69,12
淞虹路,69,25
宋园路,69,1
唐镇,69,2
塘桥,69,8
桃浦新村,69,27
提篮桥,69,2
天潼路,69,10
通河新村,69,65
同济大学,69,16
外高桥保税区北,69,9
外高桥保税区南,69,3
外环路,69,7
威宁路,69,16
文井路,69,1
汶水路,69,2
五角场,69,12
五莲路,69,17
五洲大道,69,3
武威路,69,1
西藏北路,69,15
西藏南路,69,9
翔殷路,69,7
小南门,69,5
莘庄,69,39
新村路,69,12
新江湾城,69,3
新天地,69,7
新闸路,69,7
星中路,69,8
行知路,69,13
徐家汇,69,10
徐泾东,69,31
延安西路,69,7
延长路,69,19
延吉中路,69,21
杨高北路,69,3
杨高南路,69,6
杨高中路,69,5
杨树浦路,69,43
杨思,69,16
耀华路,69,12
伊犁路,69,1
宜山路,69,14
殷高东路,69,1
殷高西路,69,23
邮电新村,69,8
友谊路,69,10
友谊西路,69,5
御桥,69,7
豫园,69,6
源深体育中心,69,1
云山路,69,17
云台路,69,4
张华浜,69,5
张江高科,69,11
兆丰路,69,4
肇嘉浜路,69,11
真如,69,3
镇坪路,69,22
中春路,69,5
中山北路,69,13
中山公园,69,43
中潭路,69,8
中兴路,69,16
洲海路,69,3
紫藤路,69,2
醉白池,69,6
爱国路,70,1
安亭,70,16
鞍山新村,70,14
白银路,70,13
宝安公路,70,21
宝山路,70,19
宝杨路,70,6
北新泾,70,32
北洋泾路,70,7
博兴路,70,14
曹杨路,70,33
漕宝路,70,19
漕河泾开发区,70,7
漕溪路,70,1
昌吉东路,70,4
昌平路,70,12
长江南路,70,32
长清路,70,12
长寿路,70,11
常熟路,70,14
场中路,70,19
成山路,70,19
赤峰路,70,15
川沙,70,5
春申路,70,3
打浦桥,70,3
大柏树,70,22
大场镇,70,5
大渡河路,70,3
大华三路,70,29
大连路,70,33
大木桥路 ,70,7
大世界,70,7
德平路,70,13
滴水湖,70,2
东安路,70,9
东宝兴路,70,22
东昌路,70,16
东方体育中心,70,9
东靖路,70,12
东陆路,70,1
东明路,70,6
洞泾,70,20
芳华路,70,29
丰庄,70,3
枫桥路,70,7
富锦路,70,22
港城路,70,10
高科西路,70,3
高青路,70,4
共富新村,70,48
共康路,70,40
顾村公园,70,29
光明路,70,3
广兰路,70,40
桂林路,70,8
国际客运中心,70,7
国权路,70,4
海伦路,70,21
海天三路,70,8
汉中路,70,7
航津路,70,5
航头东,70,2
航中路,70,11
合川路,70,6
