消息序列	级别	类型	发布区间数	发布区域	开始时间	结束时间	发布内容	MESSAGE_TARGET	PERIOD_FLAG	影响时间	延误日期	范围类型(1车站，3方向，4区间)	事发时间（小时）	事发时间（分钟）	开始站点	结束站点	范围的描述	ERROR_REASON	ERROR_STATUS	线路编号	三色状态（1为绿，2为黄，3为红）		
2014103	COCC级	0013 	1	0642	2014/5/6 8:29:38	2014/5/6 8:34:38	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-06	3	7	10	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2014105	COCC级	0013 	1	0640	2014/5/6 8:29:38	2014/5/6 8:34:38	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-06	3	7	10	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	2		
2014380	COCC级	0013 	1	0642	2014/5/6 8:30:08	2014/5/6 8:35:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	3	8	30	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2014379	COCC级	0013 	1	0111	2014/5/6 8:30:08	2014/5/6 8:35:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	1	8	30	莘庄	莘庄	莘庄	！客流量大	目前已采取进站限流措施	01	1		
2014381	COCC级	0013 	1	0641	2014/5/6 8:30:08	2014/5/6 8:35:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	3	8	30	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2014384	COCC级	0013 	1	0638	2014/5/6 8:30:08	2014/5/6 8:35:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	3	8	30	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2014385	COCC级	0013 	1	0131	2014/5/6 8:30:08	2014/5/6 8:35:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	1	8	30	彭浦新村	彭浦新村	彭浦新村	！客流量大	目前已采取进站限流措施	01	1		
2014382	COCC级	0013 	1	0640	2014/5/6 8:30:08	2014/5/6 8:35:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	3	8	30	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2014383	COCC级	0013 	1	0639	2014/5/6 8:30:08	2014/5/6 8:35:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	3	8	30	东靖路	金桥路	东靖路往金桥路方向	！客流量大	目前已采取进站限流措施	06	1		
2014110	COCC级	0013 	1	0329	2014/5/6 8:59:38	2014/5/6 9:04:38	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-06	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2014111	COCC级	0013 	1	0328	2014/5/6 8:59:38	2014/5/6 9:04:38	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-06	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2014108	COCC级	0013 	1	0331	2014/5/6 8:59:38	2014/5/6 9:04:38	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-06	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2014109	COCC级	0013 	1	0330	2014/5/6 8:59:38	2014/5/6 9:04:38	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-06	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2014114	COCC级	0013 	1	0325	2014/5/6 8:59:38	2014/5/6 9:04:38	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-06	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2014115	COCC级	0013 	1	0324	2014/5/6 8:59:38	2014/5/6 9:04:38	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-06	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2014112	COCC级	0013 	1	0327	2014/5/6 8:59:38	2014/5/6 9:04:38	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-06	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2014113	COCC级	0013 	1	0326	2014/5/6 8:59:38	2014/5/6 9:04:38	 	TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-06	3	7	20	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2014500	COCC级	0013 	1	0326	2014/5/6 9:00:08	2014/5/6 9:05:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	3	9	0	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2014499	COCC级	0013 	1	0327	2014/5/6 9:00:08	2014/5/6 9:05:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	3	9	0	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2014502	COCC级	0013 	1	0324	2014/5/6 9:00:08	2014/5/6 9:05:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	3	9	0	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2014501	COCC级	0013 	1	0325	2014/5/6 9:00:08	2014/5/6 9:05:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	3	9	0	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2014498	COCC级	0013 	1	0328	2014/5/6 9:00:08	2014/5/6 9:05:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	3	9	0	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2014496	COCC级	0013 	1	0330	2014/5/6 9:00:08	2014/5/6 9:05:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	3	9	0	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2014495	COCC级	0013 	1	0331	2014/5/6 9:00:08	2014/5/6 9:05:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	3	9	0	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2014497	COCC级	0013 	1	0329	2014/5/6 9:00:08	2014/5/6 9:05:08		TF0002,MX0001,B00000,IP0001	1		2014-05-06	3	9	0	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2014734	COCC级	0013 	1	0933	2014/5/6 18:36:38	2014/5/6 19:06:38	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	2		
2014732	COCC级	0013 	6	093409330932093109300929	2014/5/6 18:36:38	2014/5/6 19:06:38	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	2		
2014733	COCC级	0013 	1	0934	2014/5/6 18:36:38	2014/5/6 19:06:38	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	2		
2014735	COCC级	0013 	1	0932	2014/5/6 18:36:38	2014/5/6 19:06:38	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	2		
2014737	COCC级	0013 	1	0930	2014/5/6 18:36:38	2014/5/6 19:06:38	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	2		
2014738	COCC级	0013 	1	0929	2014/5/6 18:36:38	2014/5/6 19:06:38	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	2		
2014736	COCC级	0013 	1	0931	2014/5/6 18:36:38	2014/5/6 19:06:38	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	2		
2014726	COCC级	0013 	1	0933	2014/5/6 18:36:38	2014/5/6 19:06:38	 	TF0002,MX0001,B00000,IP0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014725	COCC级	0013 	1	0934	2014/5/6 18:36:38	2014/5/6 19:06:38	 	TF0002,MX0001,B00000,IP0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014724	COCC级	0013 	6	093409330932093109300929	2014/5/6 18:36:38	2014/5/6 19:06:38	 	TF0002,MX0001,B00000,IP0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014727	COCC级	0013 	1	0932	2014/5/6 18:36:38	2014/5/6 19:06:38	 	TF0002,MX0001,B00000,IP0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014730	COCC级	0013 	1	0929	2014/5/6 18:36:38	2014/5/6 19:06:38	 	TF0002,MX0001,B00000,IP0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014729	COCC级	0013 	1	0930	2014/5/6 18:36:38	2014/5/6 19:06:38	 	TF0002,MX0001,B00000,IP0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014728	COCC级	0013 	1	0931	2014/5/6 18:36:38	2014/5/6 19:06:38	 	TF0002,MX0001,B00000,IP0001	3	5分钟以上	2014-05-06	3	18	36	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014821	COCC级	0013 	6	093409330932093109300929	2014/5/6 19:02:40	2014/5/6 19:07:40	上海地铁运营信息：目前9号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	2	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	1		
2014824	COCC级	0013 	1	0932	2014/5/6 19:02:40	2014/5/6 19:07:40		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	2	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	1		
2014823	COCC级	0013 	1	0933	2014/5/6 19:02:40	2014/5/6 19:07:40		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	2	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	1		
2014822	COCC级	0013 	1	0934	2014/5/6 19:02:40	2014/5/6 19:07:40		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	2	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	1		
2014825	COCC级	0013 	1	0931	2014/5/6 19:02:40	2014/5/6 19:07:40		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	2	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	1		
2014826	COCC级	0013 	1	0930	2014/5/6 19:02:40	2014/5/6 19:07:40		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	2	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	1		
2014827	COCC级	0013 	1	0929	2014/5/6 19:02:40	2014/5/6 19:07:40		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	2	徐家汇	星中路	徐家汇往星中路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	09	1		
2014741	COCC级	0013 	6	093409330932093109300929	2014/5/6 19:09:57	2014/5/6 19:14:57	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	40	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014746	COCC级	0013 	1	0930	2014/5/6 19:09:57	2014/5/6 19:14:57	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	40	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014742	COCC级	0013 	1	0934	2014/5/6 19:09:57	2014/5/6 19:14:57	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	40	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014743	COCC级	0013 	1	0933	2014/5/6 19:09:57	2014/5/6 19:14:57	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	40	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014745	COCC级	0013 	1	0931	2014/5/6 19:09:57	2014/5/6 19:14:57	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	40	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014744	COCC级	0013 	1	0932	2014/5/6 19:09:57	2014/5/6 19:14:57	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	40	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014747	COCC级	0013 	1	0929	2014/5/6 19:09:57	2014/5/6 19:14:57	上海地铁运营信息：目前上海地铁9号线因车辆故障，徐家汇往星中路方向列车限速运行，发车班次间隔延长，预计影响时间15分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	3	5分钟以上	2014-05-06	3	18	40	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	2		
2014897	COCC级	0013 	1	0933	2014/5/6 19:10:27	2014/5/6 19:15:27		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	10	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	1		
2014896	COCC级	0013 	1	0934	2014/5/6 19:10:27	2014/5/6 19:15:27		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	10	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	1		
2014895	COCC级	0013 	6	093409330932093109300929	2014/5/6 19:10:27	2014/5/6 19:15:27	上海地铁运营信息：19时07分9号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	10	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	1		
2014898	COCC级	0013 	1	0932	2014/5/6 19:10:27	2014/5/6 19:15:27		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	10	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	1		
2014901	COCC级	0013 	1	0929	2014/5/6 19:10:27	2014/5/6 19:15:27		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	10	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	1		
2014900	COCC级	0013 	1	0930	2014/5/6 19:10:27	2014/5/6 19:15:27		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	10	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	1		
2014899	COCC级	0013 	1	0931	2014/5/6 19:10:27	2014/5/6 19:15:27		TF0002,MX0001,B00000,IP0001,XC0001	1		2014-05-06	3	19	10	徐家汇	星中路	徐家汇往星中路方向	！客流量大		09	1		
2014084	COCC级	0013 	1	1321	2014/5/6 23:58:57	2014/5/7 0:03:57	上海地铁提示信息：请乘客们持票进出站，文明乘车，冒用免费乘车证件、使用假证、逃票等违规者的信息，将被纳入个人信用信息系统。	TF0002,MX0001,B00000,IP0001	1		2014-05-06	1	6	24	金运路	金运路	金运路	！客流量大		13	2		
2014985	COCC级	0013 	1	1321	2014/5/6 23:59:27	2014/5/7 0:04:27	上海地铁运营信息：23时56分13号线运营已恢复正常。	TF0002,MX0001,B00000,IP0001	1		2014-05-06	1	23	59	金运路	金运路	金运路	！客流量大		13	1		
2015077	COCC级	0013 	1	0327	2014/5/7 7:40:57	2014/5/7 7:45:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	3	7	11	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2015078	COCC级	0013 	1	0326	2014/5/7 7:40:57	2014/5/7 7:45:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	3	7	11	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2015079	COCC级	0013 	1	0325	2014/5/7 7:40:57	2014/5/7 7:45:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	3	7	11	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2015076	COCC级	0013 	1	0328	2014/5/7 7:40:57	2014/5/7 7:45:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	3	7	11	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2015073	COCC级	0013 	1	0331	2014/5/7 7:40:57	2014/5/7 7:45:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	3	7	11	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2015074	COCC级	0013 	1	0330	2014/5/7 7:40:57	2014/5/7 7:45:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	3	7	11	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2015075	COCC级	0013 	1	0329	2014/5/7 7:40:57	2014/5/7 7:45:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	3	7	11	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2015080	COCC级	0013 	1	0324	2014/5/7 7:40:57	2014/5/7 7:45:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	3	7	11	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	2		
2015160	COCC级	0013 	1	0328	2014/5/7 7:41:27	2014/5/7 7:46:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	3	7	41	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2015164	COCC级	0013 	1	0324	2014/5/7 7:41:27	2014/5/7 7:46:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	3	7	41	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2015159	COCC级	0013 	1	0329	2014/5/7 7:41:27	2014/5/7 7:46:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	3	7	41	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2015158	COCC级	0013 	1	0330	2014/5/7 7:41:27	2014/5/7 7:46:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	3	7	41	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2015157	COCC级	0013 	1	0331	2014/5/7 7:41:27	2014/5/7 7:46:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	3	7	41	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2015163	COCC级	0013 	1	0325	2014/5/7 7:41:27	2014/5/7 7:46:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	3	7	41	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2015161	COCC级	0013 	1	0327	2014/5/7 7:41:27	2014/5/7 7:46:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	3	7	41	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2015162	COCC级	0013 	1	0326	2014/5/7 7:41:27	2014/5/7 7:46:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	3	7	41	长江南路	宝山路	长江南路往宝山路方向	！客流量大	目前已采取进站限流措施	03	1		
2015082	COCC级	0013 	1	0638	2014/5/7 8:39:57	2014/5/7 8:44:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	4	7	12	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2015086	COCC级	0013 	1	0642	2014/5/7 8:39:57	2014/5/7 8:44:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	4	7	12	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2015083	COCC级	0013 	1	0639	2014/5/7 8:39:57	2014/5/7 8:44:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	4	7	12	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2015084	COCC级	0013 	1	0640	2014/5/7 8:39:57	2014/5/7 8:44:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	4	7	12	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2015085	COCC级	0013 	1	0641	2014/5/7 8:39:57	2014/5/7 8:44:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	4	7	12	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	2		
2015081	COCC级	0013 	1	0131	2014/5/7 8:39:57	2014/5/7 8:44:57		TF0002,MX0001,B00000,IP0001	1	5分钟以上	2014-05-07	1	7	12	彭浦新村	彭浦新村	彭浦新村	！客流量大	目前已采取进站限流措施	01	2		
2015439	COCC级	0013 	1	0640	2014/5/7 8:40:27	2014/5/7 8:45:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	4	8	40	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	1		
2015438	COCC级	0013 	1	0641	2014/5/7 8:40:27	2014/5/7 8:45:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	4	8	40	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	1		
2015437	COCC级	0013 	1	0642	2014/5/7 8:40:27	2014/5/7 8:45:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	4	8	40	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	1		
2015442	COCC级	0013 	1	0131	2014/5/7 8:40:27	2014/5/7 8:45:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	1	8	40	彭浦新村	彭浦新村	彭浦新村	！客流量大	目前已采取进站限流措施	01	1		
2015441	COCC级	0013 	1	0638	2014/5/7 8:40:27	2014/5/7 8:45:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	4	8	40	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	1		
2015440	COCC级	0013 	1	0639	2014/5/7 8:40:27	2014/5/7 8:45:27		TF0002,MX0001,B00000,IP0001	1		2014-05-07	4	8	40	东靖路	金桥路	东靖路至金桥路区段	！客流量大	目前已采取进站限流措施	06	1		
2015509	COCC级	0013 	1	1240	2014/5/7 9:50:57	2014/5/7 10:20:57	上海地铁运营信息：目前上海地铁12号线因车辆故障，金京路往天潼路方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	10分钟以上	2014-05-07	3	9	50	金京路	天潼路	金京路往天潼路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	12	2		
2015508	COCC级	0013 	1	1241	2014/5/7 9:50:57	2014/5/7 10:20:57	上海地铁运营信息：目前上海地铁12号线因车辆故障，金京路往天潼路方向列车限速运行，发车班次间隔延长，预计影响时间10分钟以上。请乘客们及时调整出行路径，以免耽误行程。	TF0002,MX0001,B00000,IP0001,XC0001	1	10分钟以上	2014-05-07	3	9	50	金京路	天潼路	金京路往天潼路方向	车辆故障	列车限速运行，发车班次间隔延长,请乘客们及时调整出行路径，以免耽误行程	12	2		
